Review,Rating,Review_clean,sentiment
Crewneck Sweater,2,crewneck sweater,0.0
Dress was amazing,5,dress amazing,0.5859
Very Wrinkly,4,wrinkly,0.0
Odd fitting,1,odd fitting,-0.3182
Material as an odd texture - it works but not like the golf pants that I have from PM or Dunning,4,material odd texture   work like golf pant pm dun,0.0516
??search for the perfect dress is over??,5,search perfect dress,0.5719
Great travel pants,5,great travel pant,0.6249
Lightweight is an understatement,1,lightweight understatement,0.0
No longer worth it.,2,long worth,0.2263
Pros and cons,4,pro con,0.0
Two strikes,3,strike,-0.128
Way Too Long,5,way long,0.0
Saco,4,saco,0.0
"Cute dress, but wasn’t flattering on",2,cute dress not flattering,0.2589
La 2xl decia que hasta 48 y mi abdomen media 51 y quedaron bien 👍,4,la 2xl decia que hasta 48 y mi abdomen media 51 y quedaron bien,0.0
My go-to,5,goto,0.0
Hopeful,4,hopeful,0.5106
"Beautiful color, big sleeves",4,beautiful color big sleeve,0.5994
Love it with a design change,4,love design change,0.6369
"Beautiful design, poor execution",1,beautiful design poor execution,0.2023
Runs small! But so cute!,3,run small cute,0.4588
Thin comfy pajamas for PLUS size Women,4,thin comfy pajama plus size woman,0.0
Cute trendy top,3,cute trendy,0.4588
Retro,1,retro,0.0
Itchy and odd fit,2,itchy odd fit,-0.2263
Boxy. large.,3,boxy large,0.0
Buy one every color !,5,buy color,0.0
Fabric is flimsy,3,fabric flimsy,0.0
Cool and comfy,5,cool comfy,0.3182
no es igual al de la publicacion,1,es igual al de la publicacion,0.0
Big hit with teens,5,big hit teen,0.0
Needs better grade material,4,need well grade material,0.2732
Fun t-shirt with distressed gold dots,4,fun tshirt distressed gold dot,0.128
Nice lounging PJ’s!,4,nice lounge pjs,0.4215
Not consistent,3,consistent,0.0
Fun in black and ivory,4,fun black ivory,0.5106
Seriously comfortable with vivid colors!,4,seriously comfortable vivid color,0.3818
A slightly shimmery everyday pullover,4,slightly shimmery everyday pullover,0.0
"Warm but unflattering, large and SMELLY",3,warm unflattering large smelly,0.2263
A good buy,3,good buy,0.4404
Nice Pair of Shorts,4,nice pair short,0.4215
Soft button down,3,soft button,0.0
Me encanto!!! Justo a la medida!,5,encanto justo la medida,0.0
Pretty style,3,pretty style,0.4939
Overall great shirt,4,overall great shirt,0.6249
Wide wide wide,2,wide wide wide,0.0
Family member loves these pants,5,family member love pant,0.6369
Looks fine if you don't move your arms.,2,look fine not arm,0.2023
Must be a child's sweater listed as womens,1,child sweater list women,0.0
Day 12 & still waiting for refund,1,day 12   wait refund,0.0
Too many pleats,2,pleat,0.0
Zipper was broken,3,zipper break,0.0
Maybe i have a long torso,3,maybe long torso,0.0
Eh.,2,eh,0.0
Great fall cardigan,5,great fall cardigan,0.6249
A good sweater for temperate weather,4,good sweater temperate weather,0.4404
Hole in seam after one wash,2,hole seam wash,0.0
Short pants.,2,short pant,0.0
Ripped before i could even wear it,1,rip wear,0.0
Fit weird and are uncomfy,1,fit weird uncomfy,0.2023
"Nice and cool, but sizing is off",4,nice cool size,0.6249
Good but…,4,good,0.4404
I usually wear XL but these tops are way too big.,2,usually wear xl top way big,0.2023
Button  missing on shirt and sleeve.,1,button   miss shirt sleeve,-0.1531
The dress is beautiful but really short on the sides.,1,dress beautiful short side,0.5994
Great fit.,5,great fit,0.765
"Runs large, pic doesn't accurately reflect color",3,run large pic not accurately reflect color,0.0
Love the style - hate the dye left on my skin,2,love style   hate dye leave skin,0.0772
Comfort and Fit,5,comfort fit,0.6124
Small but cute,4,small cute,0.4588
Perfectly fine,3,perfectly fine,0.7184
Very unique jeans,4,unique jean,0.0
Cleo jumsuit,4,cleo jumsuit,0.0
The zipper is trash,1,zipper trash,0.0
Cute but fatal flaw…,3,cute fatal flaw,-0.128
size not consistent,2,size consistent,0.0
It's a good jacket but...,3,good jacket,0.4404
excelente chaqueta cortavietos,5,excelente chaqueta cortavieto,0.0
black fades in wash fairly quickly,3,black fade wash fairly quickly,0.0
Cheap feeling material,1,cheap feeling material,0.128
Amazing fit,5,amazing fit,0.743
Perfect winter leggings,5,perfect winter legging,0.5719
Unique take on sweatshirt,3,unique sweatshirt,0.0
Has to be ironed!!!!,2,iron,0.0
Misleading picture,1,mislead picture,0.0
Size was different,1,size different,0.0
Gorgeous but sheds horribly,1,gorgeous shed horribly,0.1531
Good fit and feel,5,good fit feel,0.6597
Not quite what I thought,1,think,0.0
Uncomfortable Fit,2,uncomfortable fit,-0.0258
Neck size too large for the L size. 16 1/2 not indicated in description.,1,neck size large l size 16 12 indicate description,0.4588
Doesn't look ANYTHING like the picture!,1,not look like picture,-0.2755
Shape of dress is quite wide,2,shape dress wide,0.0
Chic and classy,5,chic classy,0.6124
Poor quality don’t pay it,1,poor quality not pay,-0.4222
Super functional travel or office dress,5,super functional travel office dress,0.5994
Amazon Essentials jacket,4,amazon essential jacket,0.1779
Excellent looking jacket for a great price.,5,excellent look jacket great price,0.8316
Huge wide pants legs,1,huge wide pant leg,0.3182
Most hand made looking sweater,5,hand look sweater,0.4939
Love blazer but sizing way off,2,love blazer size way,0.6369
Super cute but not for me,4,super cute,0.7845
"It’s ok, not the best",3,ok good,0.6249
Gross!,1,gross,-0.4767
FAKE! Don’t buy!,1,fake not buy,-0.4767
Poor quality 👎,1,poor quality,-0.4767
Fine for a fitness class,3,fine fitness class,0.4404
Ok……not great,3,oknot great,0.6249
Sweater not a coat,2,sweater coat,0.0
Underestimated,4,underestimate,-0.296
Great knockoff!!,5,great knockoff,0.6249
Super Thin,2,super thin,0.5994
Skinny arms,3,skinny arm,0.0
Kentucky derby dress,4,kentucky derby dress,0.0
Very large....,1,large,0.0
If you’re short & over 150 not flattering,1,short   150 flattering,0.3182
Lovely but the cut/sizing is not good,2,lovely cutsizing good,0.7717
Lovely slim dress,4,lovely slim dress,0.5859
So surprised by the poor quality,1,surprised poor quality,-0.296
Looks better in the pic than real life,2,look well pic real life,0.2732
Classic design with drawbacks,3,classic design drawback,0.0
Beautiful but bad smell,3,beautiful bad smell,0.1027
"Beautiful suede, but colors are not correct.",2,beautiful suede color correct,0.5994
Black midi,4,black midi,0.0
Inferior to previous Tiro generations,2,inferior previous tiro generation,-0.4019
Chino  pants,2,chino   pant,0.0
Cutest sweater!!,5,cut sweater,-0.2732
Itchy express,3,itchy express,-0.2732
"Cute, comfortable",4,cute comfortable,0.743
House dress,2,house dress,0.0
Thought I was ordering a quality product,1,think order quality product,0.0
Wanted to love this skirt,2,want love skirt,0.6705
Can’t get the wrinkles out!,1,not wrinkle,0.0
Launder with care!,1,launder care,0.4939
Fall in love/spring into style,5,fall lovespre style,0.0
"Cute, but the model must be teeny",3,cute model teeny,0.4588
"Interesting blouse, some limitations",4,interesting blouse limitation,0.128
Different sizing for different colors,2,different sizing different color,0.0
"Good pants, a bit small sizing.",3,good pant bit small sizing,0.4404
Great for cold climates,5,great cold climate,0.6249
Not thrilled,2,thrill,0.3612
Not for a man!,1,man,0.0
Way way too long,3,way way long,0.0
Surprised by other comments about size/bust,5,surprise comment sizebust,0.2732
A good blazer for everyday office wear,4,good blazer everyday office wear,0.4404
Runs smaller than usual pilcros...,5,run small usual pilcro,0.0
Same Old “Boyfriend” Jeans,1,old boyfriend jean,0.0
Very kate middleton,4,kate middleton,0.0
Comfortable; reasonably priced,5,comfortable reasonably price,0.5106
Ripped on 2nd wear,3,rip 2nd wear,0.0
RUN SMALL - return fast or you will miss the window,1,run small   return fast miss window,-0.1531
Nice dress but way too long,3,nice dress way long,0.4215
fits as expected,4,fit expect,0.3612
Too large and too small,1,large small,0.0
Does not fit if you are tall,2,fit tall,0.3612
What a disappointment,1,disappointment,-0.5106
So much potential...,2,potential,0.0
Great colors but....,3,great color,0.6249
Fabric isn't cotton,1,fabric not cotton,0.0
Great rain Jacket,5,great rain jacket,0.6249
Crappiest pair of jeans I’ve ever purchased.,1,crappiest pair jean ve purchase,0.0
So far a very handsome and warm jacket!,5,far handsome warm jacket,0.6249
"Comfortable, soft, flattering lounge pants",4,comfortable soft flattering lounge pant,0.6808
Material is Scratchy,1,material scratchy,0.0
A very nice surprise,5,nice surprise,0.5994
Peplum,4,peplum,0.0
Cute but frumpy in chest area,3,cute frumpy chest area,0.4588
Sad :(,2,sad,-0.4767
Only looks good in photos,1,look good photo,0.4404
Super huge top,2,super huge,0.7351
a teen/adult model but they so tiny for a 10yo kid not for an adult or teen at all,1,teenadult model tiny 10yo kid adult teen,0.0
Best blazer!,5,good blazer,0.4404
Really nice shirt,5,nice shirt,0.4215
Loved this,4,love,0.6369
Complete mess,1,complete mess,-0.3612
Great minus the sleeves (as seen in pics straight out the package),4,great minus sleeve see pic straight package,0.7184
If you don’t care about quality,2,not care quality,-0.3875
"Not what I expected, it’s just a plain rough knit",1,expect plain rough knit,0.0
Only buy if you like baggy!,1,buy like baggy,0.3612
Really lovely sweater coat,5,lovely sweater coat,0.5859
Only for the tall at heart,3,tall heart,0.6369
Quality changed,2,quality change,0.0
Fatal design flaw... zipper in the back?,2,fatal design flaw zipper,-0.5423
Warm and fun for the season,5,warm fun season,0.6369
Comfy lounging top,4,comfy lounge,0.0
Not for curvy hips,3,curvy hip,0.0
"Scratchy material, plaid doesn't align",1,scratchy material plaid not align,0.0
Completely sheer!,3,completely sheer,0.0
Will be wearing this shirt all summer!,5,wear shirt summer,0.0
Gingham garden dress renamed and new color,3,gingham garden dress rename new color,0.0
Hospital white lace on top of taupe sweatshirt,2,hospital white lace taupe sweatshirt,0.0
Perfect for california winters,5,perfect california winter,0.5719
Love demin!,4,love demin,0.6369
Material is very nice.,4,material nice,0.4215
Terrible pattern placement of flowers on chest,1,terrible pattern placement flower chest,-0.4767
It’s cozy!,5,cozy,0.0
More cleavage than expected,2,cleavage expect,0.0
Lingerie?,3,lingerie,0.0
"Beautiful top, just not perfect",3,beautiful perfect,0.8225
"Soft and cozy, flattering fit!",5,soft cozy flattering fit,0.5859
Liner longer than shorts detracts from look,3,liner long short detract look,0.0
IN LOVE!,5,love,0.6369
Lightweight and flexible!,5,lightweight flexible,0.2263
Shrunk. Badly,2,shrunk badly,-0.4767
Finally a dress that fits better for large busts,4,finally dress fit well large bust,0.5574
A little too flowy for me,2,little flowy,0.0
Lightweight and easy to wear,5,lightweight easy wear,0.4404
Really disappointed,1,disappoint,-0.4019
Wanted to love it but...,3,want love,0.6705
"Beautiful top, shorter than expected",4,beautiful short expect,0.5994
waterproof,5,waterproof,0.0
Interesting and different,4,interesting different,0.4019
COMFORT,5,comfort,0.3612
good quality but size is off,3,good quality size,0.4404
Tight in rear,3,tight rear,0.0
Gorgeous but small on top,5,gorgeous small,0.6124
The size measurements are smaller than expected. Order 1 to 2 sizes larger than normal size.,2,size measurement small expect order 1 2 size large normal size,0.0
"Weird fit, makes you look like you're on stilts",1,weird fit make look like stilt,0.5106
Cute and comfy.,5,cute comfy,0.4588
Great color and fit?,5,great color fit,0.765
Great sweater - incomplete description,4,great sweater   incomplete description,0.6249
Beautifully colored potato sack,2,beautifully color potato sack,0.5719
Haven't worn yet but ...,4,not wear,0.0
Misrepresented in picture,2,misrepresent picture,0.0
Amazing sweater,5,amazing sweater,0.5859
Pretty skirt but very long,3,pretty skirt long,0.4939
Un desastre no es lo que muestra la foto,1,un desastre es lo que muestra la foto,0.0
Grandmas draperies dress,1,grandmas draperie dress,0.0
Just as soft and stylish as the pants,4,soft stylish pant,0.0
"Champion Men's Shorts, Mesh Shorts",3,champion men short mesh short,0.5994
Very full sleeves,3,sleeve,0.0
Muy costoso,1,muy costoso,0.0
Comfy but not for outdoors,1,comfy outdoors,0.0
Discolored after one wash.,1,discolor wash,0.0
Built in Underwear are too long for the shorts,1,build underwear long short,0.0
The crotch wears out in six months time.,1,crotch wear month time,0.0
for my plus size babes!,3,plus size babe,0.0
Makes me sweat MORE!,1,make sweat,0.0
Neck hole too big,3,neck hole big,0.0
Odd fit in arms.,3,odd fit arm,0.0516
A winner for sure.,5,winner sure,0.7269
Decent blouse,2,decent blouse,0.0
Love the pattern,4,love pattern,0.6369
Sweet flattering dress,4,sweet flattering dress,0.6486
Cute two way top!,4,cute way,0.4588
Very feminine top,3,feminine,0.0
"So cute, but didn't work for me",4,cute not work,0.4588
Weird color,2,weird color,-0.1779
product description is not accurate,3,product description accurate,0.0
"No liner, short, see through",2,liner short,0.0
The Wrong Size Was Shipped,1,wrong size ship,-0.4767
Awkward. just awkward.,2,awkward awkward,-0.296
"Fantastic, but the crotch ripped after a year",2,fantastic crotch rip year,0.5574
Absolutely NOT,1,absolutely,0.0
Pretty but lots of fabric,4,pretty lot fabric,0.4939
Super cute and nice quality,4,super cute nice quality,0.8658
Nice looking pants,5,nice look pant,0.4215
Cute in pic but...,2,cute pic,0.4588
Little something different for a t-shirt,4,little different tshirt,0.0
Beautiful online,3,beautiful online,0.5994
Feminine but bad pattern and colors,2,feminine bad pattern color,-0.5423
Kid Designs for Adults,1,kid design adult,0.0
Pockets are far too shallow,2,pocket far shallow,0.0
Not loving the fabric,3,love fabric,0.6369
Great beach shorts.,4,great beach short,0.6249
